No.     | Time                       | NetPtc | Tran P | App Portoc | Source IP                               | Source Port                             | Destation IP                            | Destation Port                          | Length
    356 | 2017:03:09 - 21:00:51.5642 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    357 | 2017:03:09 - 21:00:51.5652 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    358 | 2017:03:09 - 21:00:51.5662 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    359 | 2017:03:09 - 21:00:51.5672 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    360 | 2017:03:09 - 21:00:51.5672 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    361 | 2017:03:09 - 21:00:51.5682 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    362 | 2017:03:09 - 21:00:51.5692 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    363 | 2017:03:09 - 21:00:51.5702 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    364 | 2017:03:09 - 21:00:51.5722 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    365 | 2017:03:09 - 21:00:51.5732 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    366 | 2017:03:09 - 21:00:51.5732 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    367 | 2017:03:09 - 21:00:51.5742 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    368 | 2017:03:09 - 21:00:51.5752 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    369 | 2017:03:09 - 21:00:51.5772 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    370 | 2017:03:09 - 21:00:51.5782 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    371 | 2017:03:09 - 21:00:51.5792 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    372 | 2017:03:09 - 21:00:51.5802 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    373 | 2017:03:09 - 21:00:51.5812 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    374 | 2017:03:09 - 21:00:51.5822 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    375 | 2017:03:09 - 21:00:51.5832 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    376 | 2017:03:09 - 21:00:51.5842 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    377 | 2017:03:09 - 21:00:51.5852 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    378 | 2017:03:09 - 21:00:51.5862 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    379 | 2017:03:09 - 21:00:51.5872 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    380 | 2017:03:09 - 21:00:51.5882 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    381 | 2017:03:09 - 21:00:51.5892 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    382 | 2017:03:09 - 21:00:51.5902 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    383 | 2017:03:09 - 21:00:51.5912 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    384 | 2017:03:09 - 21:00:51.5922 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    385 | 2017:03:09 - 21:00:51.5932 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    386 | 2017:03:09 - 21:00:51.5932 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    387 | 2017:03:09 - 21:00:51.5952 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    388 | 2017:03:09 - 21:00:51.5962 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    389 | 2017:03:09 - 21:00:51.5972 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    390 | 2017:03:09 - 21:00:51.5972 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    391 | 2017:03:09 - 21:00:51.5982 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    392 | 2017:03:09 - 21:00:51.5992 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    393 | 2017:03:09 - 21:00:51.6002 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    394 | 2017:03:09 - 21:00:51.6012 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    395 | 2017:03:09 - 21:00:51.6022 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    396 | 2017:03:09 - 21:00:51.6032 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    397 | 2017:03:09 - 21:00:51.6042 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    398 | 2017:03:09 - 21:00:51.6052 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    399 | 2017:03:09 - 21:00:51.6052 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    400 | 2017:03:09 - 21:00:51.6062 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    401 | 2017:03:09 - 21:00:51.6072 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    402 | 2017:03:09 - 21:00:51.6082 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    403 | 2017:03:09 - 21:00:51.6092 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    404 | 2017:03:09 - 21:00:51.6102 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    405 | 2017:03:09 - 21:00:51.6102 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    406 | 2017:03:09 - 21:00:51.6122 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    407 | 2017:03:09 - 21:00:51.6122 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    408 | 2017:03:09 - 21:00:51.6142 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    409 | 2017:03:09 - 21:00:51.6142 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    410 | 2017:03:09 - 21:00:51.6152 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    411 | 2017:03:09 - 21:00:51.6162 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    412 | 2017:03:09 - 21:00:51.6172 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    413 | 2017:03:09 - 21:00:51.6182 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    414 | 2017:03:09 - 21:00:51.6232 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    415 | 2017:03:09 - 21:00:51.6242 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    416 | 2017:03:09 - 21:00:51.6242 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    417 | 2017:03:09 - 21:00:51.6252 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    418 | 2017:03:09 - 21:00:51.6262 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    419 | 2017:03:09 - 21:00:51.6272 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    420 | 2017:03:09 - 21:00:51.6282 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    421 | 2017:03:09 - 21:00:51.6292 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    422 | 2017:03:09 - 21:00:51.6292 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    423 | 2017:03:09 - 21:00:51.6302 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    424 | 2017:03:09 - 21:00:51.6312 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    425 | 2017:03:09 - 21:00:51.6322 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    426 | 2017:03:09 - 21:00:51.6332 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    427 | 2017:03:09 - 21:00:51.6342 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    428 | 2017:03:09 - 21:00:51.6342 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    429 | 2017:03:09 - 21:00:51.6352 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    430 | 2017:03:09 - 21:00:51.6362 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    431 | 2017:03:09 - 21:00:51.6372 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    432 | 2017:03:09 - 21:00:51.6382 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    433 | 2017:03:09 - 21:00:51.6382 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    434 | 2017:03:09 - 21:00:51.6392 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    435 | 2017:03:09 - 21:00:51.6402 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    436 | 2017:03:09 - 21:00:51.6412 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    437 | 2017:03:09 - 21:00:51.6422 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    438 | 2017:03:09 - 21:00:51.6422 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    439 | 2017:03:09 - 21:00:51.6432 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    440 | 2017:03:09 - 21:00:51.6442 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    441 | 2017:03:09 - 21:00:51.6452 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    442 | 2017:03:09 - 21:00:51.6462 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    443 | 2017:03:09 - 21:00:51.6472 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    444 | 2017:03:09 - 21:00:51.6482 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    445 | 2017:03:09 - 21:00:51.6492 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    446 | 2017:03:09 - 21:00:51.6502 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    447 | 2017:03:09 - 21:00:51.6512 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    448 | 2017:03:09 - 21:00:51.6522 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    449 | 2017:03:09 - 21:00:51.6532 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    450 | 2017:03:09 - 21:00:51.6542 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    451 | 2017:03:09 - 21:00:51.6552 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    452 | 2017:03:09 - 21:00:51.6552 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    453 | 2017:03:09 - 21:00:51.6562 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    454 | 2017:03:09 - 21:00:51.6572 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    455 | 2017:03:09 - 21:00:51.6582 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    456 | 2017:03:09 - 21:00:51.6592 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    457 | 2017:03:09 - 21:00:51.6592 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    458 | 2017:03:09 - 21:00:51.6602 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    459 | 2017:03:09 - 21:00:51.6622 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    460 | 2017:03:09 - 21:00:51.6632 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    461 | 2017:03:09 - 21:00:51.6632 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    462 | 2017:03:09 - 21:00:51.6642 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    463 | 2017:03:09 - 21:00:51.6652 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    464 | 2017:03:09 - 21:00:51.6662 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    465 | 2017:03:09 - 21:00:51.6662 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    466 | 2017:03:09 - 21:00:51.6672 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    467 | 2017:03:09 - 21:00:51.6682 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    468 | 2017:03:09 - 21:00:51.6692 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    469 | 2017:03:09 - 21:00:51.6702 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    470 | 2017:03:09 - 21:00:51.6712 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    471 | 2017:03:09 - 21:00:51.6722 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    472 | 2017:03:09 - 21:00:51.6732 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    473 | 2017:03:09 - 21:00:51.6732 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    474 | 2017:03:09 - 21:00:51.6742 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    475 | 2017:03:09 - 21:00:51.6752 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    476 | 2017:03:09 - 21:00:51.6762 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    477 | 2017:03:09 - 21:00:51.6782 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    478 | 2017:03:09 - 21:00:51.9712 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    479 | 2017:03:09 - 21:00:51.9763 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    480 | 2017:03:09 - 21:00:51.9783 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    481 | 2017:03:09 - 21:00:52.2703 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    482 | 2017:03:09 - 21:00:52.2713 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    483 | 2017:03:09 - 21:00:52.2723 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    484 | 2017:03:09 - 21:00:52.2733 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    485 | 2017:03:09 - 21:00:52.2743 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    486 | 2017:03:09 - 21:00:52.2753 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    487 | 2017:03:09 - 21:00:52.2763 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    488 | 2017:03:09 - 21:00:52.2773 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    489 | 2017:03:09 - 21:00:52.2773 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    490 | 2017:03:09 - 21:00:52.2783 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    491 | 2017:03:09 - 21:00:52.2793 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    492 | 2017:03:09 - 21:00:52.2803 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    493 | 2017:03:09 - 21:00:52.2813 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    494 | 2017:03:09 - 21:00:52.2823 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    495 | 2017:03:09 - 21:00:52.2823 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    496 | 2017:03:09 - 21:00:52.2833 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    497 | 2017:03:09 - 21:00:52.2843 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    498 | 2017:03:09 - 21:00:52.2853 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    499 | 2017:03:09 - 21:00:52.2863 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    500 | 2017:03:09 - 21:00:52.2863 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    501 | 2017:03:09 - 21:00:52.2873 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    502 | 2017:03:09 - 21:00:52.2883 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    503 | 2017:03:09 - 21:00:52.2893 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    504 | 2017:03:09 - 21:00:52.2893 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    505 | 2017:03:09 - 21:00:52.2913 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    506 | 2017:03:09 - 21:00:52.2913 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    507 | 2017:03:09 - 21:00:52.2923 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    508 | 2017:03:09 - 21:00:52.2933 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    509 | 2017:03:09 - 21:00:52.2943 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    510 | 2017:03:09 - 21:00:52.2953 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    511 | 2017:03:09 - 21:00:52.2963 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    512 | 2017:03:09 - 21:00:52.2973 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    513 | 2017:03:09 - 21:00:52.2983 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    514 | 2017:03:09 - 21:00:52.3003 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    515 | 2017:03:09 - 21:00:52.6313 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    516 | 2017:03:09 - 21:00:52.6373 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    517 | 2017:03:09 - 21:00:52.9433 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    518 | 2017:03:09 - 21:00:52.9433 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    519 | 2017:03:09 - 21:00:52.9443 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    520 | 2017:03:09 - 21:00:52.9453 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    521 | 2017:03:09 - 21:00:52.9463 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    522 | 2017:03:09 - 21:00:52.9473 |   IPv4 |    TCP | Secure TCP |                            192.168.1.20 |                                    4155 |                            208.85.42.21 |                                     443 |     54
    523 | 2017:03:09 - 21:00:52.9483 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    524 | 2017:03:09 - 21:00:52.9483 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
    525 | 2017:03:09 - 21:00:52.9493 |   IPv4 |    TCP | Secure TCP |                            208.85.42.21 |                                     443 |                            192.168.1.20 |                                    4155 |   1484
